Compania,Seccion_CIIU,Clasificacion_Tamaño,Año,Razon_Liquidez,Prueba_Acida,Razon_Efectivo,Deuda_Activos_pct,Deuda_Capital_pct,Deuda_Neta_EBITDA,ZScore_Altman,ROA_pct,ROE_pct,Margen_Operacional_pct,Margen_Neto_pct,Margen_EBITDA_pct,Activos_Totales,Pasivos_Totales,Patrimonio_Total,Ingresos_Operativos,Utilidad_Neta,EBIT,Capital_Trabajo,Contrib_X1_2021,Contrib_X2_2021,Contrib_X3_2021,Contrib_X4_2021,Zona_ZScore,Cluster_Label,Contrib_X1_2022,Contrib_X2_2022,Contrib_X3_2022,Contrib_X4_2022,Contrib_X1_2023,Contrib_X2_2023,Contrib_X3_2023,Contrib_X4_2023,Contrib_X1_2024,Contrib_X2_2024,Contrib_X3_2024,Contrib_X4_2024
Cinemark Colombia S A S,J – Información y comunicaciones,Grande,2024,1.2300,1.1500,0.8300,0.0000,0.0000,-1.1400,1.2900,8.9300,23.7200,11.0200,8.3400,18.6600,253268.0500,157935.1900,95332.8600,269331.3400,22607.7500,29876.0600,15761.5900,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.4082,-0.4107,0.7927,0.6338
Fabrica De Bolsas De Papel Unibol S.A.S.,C – Industria manufacturera,Grande,2024,1.5300,0.8000,0.0300,30.7900,61.2300,3.9600,2.8100,3.3600,6.6800,4.8500,3.1500,7.0700,242815.5500,120703.1100,122112.4400,269104.4400,8153.0700,12576.7700,43472.7300,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.1745,0.2229,0.3481,1.0623
Consumer Electronics Group S.A.S.,C – Industria manufacturera,Grande,2024,1.1400,0.6900,0.2300,25.0500,162.9500,0.6900,1.6000,2.2500,14.6400,7.1000,2.0200,7.2700,240848.5400,203826.2200,37022.3200,269035.8000,5419.4000,19066.3300,27958.1100,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.7615,0.4605,0.5320,0.1907
Efectivo Ltda,N – Actividades de servicios administrativos,Grande,2024,1.5900,1.5900,1.2100,22.2200,57.0200,-21.4500,3.4300,1.8300,4.6900,0.7700,2.4200,3.1600,349261.2200,213173.1300,136088.0800,268922.0200,6384.1100,2032.9200,124129.6800,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.3315,0.0970,0.0391,0.6703
Urbanizadora Santa Fe de Bogota Urbansa S A,F – Construcción,Grande,2024,1.3200,0.6300,0.1100,34.3400,85.0700,8.8100,2.8000,3.1800,7.8800,5.4500,5.4900,5.6400,460878.5800,274812.7700,186065.8100,268820.3800,14653.7800,14543.8500,72387.3600,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.0303,0.8104,0.2121,0.7109
Carnes Casablanca S.A.S.,C – Industria manufacturera,Grande,2024,0.8900,0.5200,0.0100,31.0000,118.9800,2.2800,0.1300,1.5000,5.7600,4.6900,0.7200,6.2600,127766.3500,94475.8400,33290.5100,268335.1000,1916.6100,12563.1900,-10304.9500,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-0.5291,0.0934,0.6608,0.3700
C.I. Toyota Tsusho de Colombia S.A.S.,G – Comercio al por mayor y menor,Grande,2024,0.9100,0.8500,0.1300,0.0200,0.0600,1.4600,-0.6700,-5.1000,-16.4000,-1.7200,-1.4600,-1.7100,76530.2500,52730.6700,23799.5900,267091.0600,-3903.0400,-4600.9400,-4487.6400,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-0.3847,-0.3603,-0.4040,0.4739
Compania Internacional de Alimentos S.A.S.,C – Industria manufacturera,Grande,2024,0.7200,0.3200,0.0300,26.7600,66.1500,2.9200,0.9300,2.3300,5.7500,5.5800,2.2100,8.3800,245321.3400,146086.5900,99234.7500,266941.2800,5706.1900,14434.0100,-23597.2500,,,,,Zona Alerta,Perfil moderado,,,,,,,,,-0.6310,0.6559,0.3954,0.7133
Coffeeworld S.A.S.,G – Comercio al por mayor y menor,Grande,2024,0.8800,0.2800,0.0000,26.6700,229.9500,3.2600,-0.0100,2.0900,18.0100,0.5700,0.1500,0.6000,19558.1900,17289.4200,2268.7700,266503.1500,408.6800,1515.8000,-2002.3800,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-0.6716,0.1844,0.5208,0.1378
Ntt Data Colombia S. A. S.,J – Información y comunicaciones,Grande,2024,1.7100,1.7100,0.2100,13.5900,32.5500,0.2000,2.7600,0.1600,0.3800,5.2300,0.0700,6.7200,112341.6800,65437.7900,46903.8900,266335.3300,179.8000,13906.4600,40460.3700,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.3626,-0.8357,0.8318,0.7526
Hpe Financial Services (Colombia) Llc Sucursal Colombia,N – Actividades de servicios administrativos,Grande,2024,0.2000,0.2000,0.0400,74.7600,532.0900,1.9200,-3.8900,-1.0000,-7.1400,21.3500,-2.2800,84.2500,597311.9600,513384.3300,83927.6200,265863.8400,-5994.1800,56195.5900,-408877.4500,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-4.4905,0.4579,0.6322,0.1717
Amarey Nova Medical S A,G – Comercio al por mayor y menor,Grande,2024,1.1600,0.8500,0.1000,31.3400,128.9000,1.6000,2.2200,7.5500,31.0700,8.9000,5.2100,10.4400,179131.7700,135585.2500,43546.5100,265165.9000,13531.8500,23131.2100,20441.7200,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.7486,0.3494,0.8678,0.3372
Legrand Colombia S.A.,C – Industria manufacturera,Grande,2024,2.5700,1.8900,0.4700,0.4100,0.6200,-0.3900,9.0000,24.2100,36.7700,30.7100,19.7000,32.1300,212603.8700,72586.2700,140017.6000,265101.8700,51480.1100,80277.0100,110880.1400,,,,,Zona Segura,Alto desempeño,,,,,,,,,3.4213,1.0192,2.5374,2.0254
Concentrix Experts Colombia Sas,C – Industria manufacturera,Grande,2024,0.5500,0.5500,0.0100,1.6100,-144.3600,0.0500,-2.3600,-5.4200,487.7400,4.6000,-5.8600,15.2000,286447.2400,289633.1600,-3185.9300,265085.7700,-15539.1500,12186.1800,-82603.8600,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-1.8917,-0.1572,0.2859,-0.0115
Dasa de Colombia S.A.S,C – Industria manufacturera,Grande,2024,3.2900,3.1300,0.0100,0.0000,0.0000,-0.0400,7.9500,5.6300,7.7900,9.4200,5.8700,10.5100,276597.3500,76480.7400,200116.6100,264003.9800,15581.8900,25011.6900,173082.6700,,,,,Zona Segura,Alto desempeño,,,,,,,,,4.1050,0.5114,0.6077,2.7474
Green S.A.S.,G – Comercio al por mayor y menor,Grande,2024,1.2400,0.8600,0.2100,32.4500,61.1300,1.9900,2.6100,6.1100,11.5200,4.4500,1.9400,4.6500,82539.0300,38720.7900,43818.2400,262185.3000,5045.6000,11553.5900,3288.6000,,,,,Zona Segura,Perfil moderado,,,,,,,,,0.2614,0.5982,0.9406,1.1882
Firmenich S.A.,C – Industria manufacturera,Grande,2024,1.4600,0.9500,0.1000,46.0500,244.5500,2.6200,3.2800,6.8900,36.5700,9.3300,4.8100,10.7900,182936.5300,148491.7600,34444.7800,261907.7100,12596.5500,24433.3900,47990.4300,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.7209,0.5523,0.8975,0.2436
Becton Dickinson de Colombia Ltda,G – Comercio al por mayor y menor,Grande,2024,1.4100,0.8800,0.0800,2.1300,4.4700,-0.1300,3.3600,2.4400,5.1200,4.3800,1.8600,10.8300,204431.8300,106957.2000,97474.6300,261905.1900,4986.6000,11758.6100,42624.8900,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.3678,0.6609,0.3865,0.9569
Outsourcing Servicios Informaticos S.A.S Bic,C – Industria manufacturera,Grande,2024,1.5900,1.5900,0.0800,23.5800,55.9100,1.4800,4.4700,2.2800,5.4000,2.6900,0.8900,5.0700,101421.0300,58646.3400,42774.6900,260776.8700,2308.9100,7014.4700,33329.7200,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.1558,1.2695,0.4648,0.7658
Laboratorios De Cosmeticos Vogue Sas,C – Industria manufacturera,Grande,2024,0.8500,0.4700,0.0900,57.3600,215.7200,8.9600,-0.0600,-2.0500,-7.7200,4.2400,-3.0600,8.5100,381765.1400,280250.2700,101514.8800,260621.3900,-7836.2100,10872.2800,-42406.2400,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-0.7287,0.5217,0.1914,0.3803
John Uribe e Hijos S.A.,G – Comercio al por mayor y menor,Grande,2024,1.5600,1.0700,0.0100,44.7300,190.2000,5.4400,2.3900,-0.8900,-3.7800,5.6200,-0.7400,6.7800,213675.2800,163421.5200,50253.7600,260335.8300,-1899.8500,14439.1800,67159.7800,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.0619,0.0892,0.4541,0.3229
Ferreteria Andres Martinez Sas,G – Comercio al por mayor y menor,Grande,2024,1.1400,0.6100,0.0400,25.5000,64.6600,3.8200,1.9900,0.2700,0.6900,2.4900,0.1300,2.9300,121863.0100,73809.5000,48053.5000,259463.7900,333.3200,6442.9400,7300.5500,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.3930,0.8603,0.3553,0.6836
Gtm Colombia Sa,G – Comercio al por mayor y menor,Grande,2024,1.7600,1.1900,0.0900,46.5400,337.3600,17.7400,1.7200,-8.2900,-60.0700,-0.8000,-6.5600,1.9000,197214.9400,170005.4500,27209.4900,259252.1200,-16345.5300,-1981.5300,65472.8500,,,,,Zona Alerta,Perfil moderado,,,,,,,,,2.1778,0.0161,-0.0675,0.1681
Surtifamiliar S A,C – Industria manufacturera,Grande,2024,1.1900,0.3800,0.2400,13.9600,31.1000,0.1200,3.0700,6.1000,13.5900,3.5700,1.5900,4.4900,67329.6500,37111.1400,30218.5100,259022.0300,4106.1100,9213.8900,6341.3200,,,,,Zona Segura,Perfil moderado,,,,,,,,,0.6178,0.9321,0.9196,0.8550
Sun Chemical Colombia S.A.S.,C – Industria manufacturera,Grande,2024,3.2300,1.7800,0.2700,20.3900,33.9300,1.4300,5.1900,4.8300,8.0400,9.5900,4.8800,10.9200,261666.9100,104391.9900,157274.9200,258923.6300,12649.6900,24821.9100,107518.6700,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.6955,0.4510,0.6375,1.5819
Lucta Grancolombiana S A S,C – Industria manufacturera,Grande,2024,3.4200,2.3100,0.5400,0.1700,0.2500,-0.5400,9.4600,15.0000,22.2100,24.2900,16.4600,25.8100,268739.1100,87234.4700,181504.6400,258744.9300,40309.5500,59475.0500,154253.6000,,,,,Zona Segura,Alto desempeño,,,,,,,,,3.7654,2.0093,1.4872,2.1847
Plus+Energy S.A.S.,G – Comercio al por mayor y menor,Grande,2024,1.1700,0.9800,0.2400,35.5800,76.5400,2.0900,1.1900,0.0900,0.1900,2.3600,0.0300,4.5300,83101.2000,44471.6900,38629.5000,258594.2300,73.3500,6096.5500,3507.5900,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.2769,-0.0607,0.4930,0.9121
Branch Of Microsoft Colombia Inc,P – Educación,Grande,2024,1.4200,1.4200,0.7700,0.0000,0.0000,-7.1300,0.8200,-5.5800,-18.6200,1.0700,-3.8500,4.3800,170100.3300,119126.4200,50973.9100,258565.1400,-9491.8000,2636.1200,41873.5800,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,1.6149,-1.3501,0.1041,0.4493
C.I. Fortia Minerals S.A.S.,G – Comercio al por mayor y menor,Grande,2024,2.1500,1.2800,0.0900,37.1100,142.2600,18.2700,0.6600,-10.7000,-41.0100,-0.8800,-3.6600,0.6500,88082.5600,65106.4400,22976.1300,258267.6600,-9422.1500,-2270.0200,28971.9900,,,,,Zona Alerta,Perfil moderado,,,,,,,,,2.1577,-0.6056,-0.1732,0.3705
Hospital De Alta Complejidad Del Putumayo Sas Zomac,N – Actividades de servicios administrativos,Grande,2024,3.4700,3.4200,0.1200,4.6900,6.2100,0.0500,10.7200,32.5800,43.1000,60.8500,54.9000,66.2700,434780.9300,106152.9900,328627.9300,257991.8900,141631.9300,156993.7400,262382.6100,,,,,Zona Segura,Alto desempeño,,,,,,,,,3.9588,1.2095,2.4265,3.2506
Oncomedica S.A.S,Q – Salud y servicios sociales,Grande,2024,1.6900,1.6200,0.0200,12.9300,20.6600,1.8300,5.7200,8.9000,14.2100,11.0000,17.9000,13.2800,518824.1500,194046.8600,324777.2900,257813.8000,46151.5800,28369.4600,133472.3500,,,,,Zona Segura,Alto desempeño,,,,,,,,,1.6876,1.5002,0.3675,1.7574
Newell Brands de Colombia Sas,G – Comercio al por mayor y menor,Grande,2024,2.3600,1.5400,0.2300,2.2000,3.6500,-0.7900,7.3400,5.5200,9.1600,4.9000,3.4000,5.1300,158928.5100,63189.5200,95738.9900,257500.2300,8773.5000,12656.4100,82062.0000,,,,,Zona Segura,Alto desempeño,,,,,,,,,3.3872,1.7136,0.5352,1.5909
Beiersdorf S A,G – Comercio al por mayor y menor,Grande,2024,1.4400,1.1300,0.1700,0.6000,2.3800,-1.2400,2.3800,-2.4300,-9.6500,4.6600,-1.4600,5.2000,149601.7900,111934.4400,37667.3500,257403.5400,-3636.5400,11643.9400,44003.4900,,,,,Zona Segura,Alto desempeño,,,,,,,,,1.9295,0.0759,0.5230,0.3533
Autotropical S.A.S.,G – Comercio al por mayor y menor,Grande,2024,1.4000,1.0700,0.3800,18.2400,32.2200,0.2500,4.4200,6.3400,11.2100,5.0000,2.0300,5.3300,82201.9600,35684.8700,46517.0900,256960.3600,5213.1900,12850.3400,12158.1300,,,,,Zona Segura,Perfil moderado,,,,,,,,,0.9703,1.4016,1.0505,1.3687
Expofaro S.A.S.,C – Industria manufacturera,Grande,2024,1.0900,0.9100,0.1100,35.4600,74.0400,0.9200,4.1700,18.0200,37.6400,52.7600,29.3600,54.1400,240680.8500,125426.1400,115254.7100,256741.8400,43383.5200,77956.8000,9118.9400,,,,,Zona Segura,Perfil moderado,,,,,,,,,0.2485,1.1859,2.1766,0.9649
Tuyomotor S.A.S.,G – Comercio al por mayor y menor,Grande,2024,0.6000,0.4300,0.0800,37.5400,97.5300,2.7800,0.3900,3.4000,8.8400,3.7800,1.1500,3.9900,86633.2700,53289.8300,33343.4400,256147.5200,2949.1300,9660.3500,-19746.1800,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-1.4952,0.8635,0.7493,0.6570
Sistemas de Informacion Empresarial S.A.S.,G – Comercio al por mayor y menor,Grande,2024,1.6300,1.6100,0.7000,0.4200,1.0100,-0.4000,8.0200,43.8400,106.7800,26.5100,18.1300,27.4900,105080.1800,61939.7800,43140.3900,256050.6800,46065.4500,67358.4800,25218.7800,,,,,Zona Segura,Alto desempeño,,,,,,,,,1.5744,1.2902,4.3077,0.7313
Friomix del Cauca S.A.S.,C – Industria manufacturera,Grande,2024,2.3700,1.7500,0.2100,0.0000,0.0000,-0.9400,7.3400,5.8500,9.6400,6.7800,5.3000,7.5400,221907.5500,87316.1100,134591.4400,255726.7800,12981.4800,16611.5300,115394.5600,,,,,Zona Segura,Perfil moderado,,,,,,,,,3.4113,1.8110,0.5030,1.6185
Agaval S.A.,G – Comercio al por mayor y menor,Grande,2024,2.0300,1.6800,0.0800,39.9800,119.7300,3.2000,4.5400,3.0200,9.0500,9.5400,2.8700,10.7700,242293.7400,161390.6800,80903.0600,255429.3100,7318.7700,24374.7000,113699.4300,,,,,Zona Segura,Perfil moderado,,,,,,,,,3.0784,0.6057,0.6760,0.5264
Grupo San Pio S.A.S.,C – Industria manufacturera,Grande,2024,1.0500,0.5000,0.0100,7.9800,30.0600,0.6700,1.1800,3.0500,11.4800,1.9500,1.0200,3.7500,84461.0200,62048.3700,22412.6500,255257.7600,2573.8600,4935.3200,2976.3100,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.2312,0.1817,0.3927,0.3793
Dumian Medical S.A.S.,F – Construcción,Grande,2024,1.6500,1.5700,0.0700,0.3000,0.5400,2.2700,4.7700,3.6100,6.4600,-3.4400,9.5000,-3.2200,671710.8300,296620.2700,375090.5600,255102.8000,24238.4200,-8779.6200,193940.2200,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.8940,1.2092,-0.0878,1.3278
Inversiones Vaquita Express S.A.S.,C – Industria manufacturera,Grande,2024,1.2400,0.5200,0.0700,16.9700,52.1900,0.6900,3.0000,5.8600,18.0300,4.3100,1.5300,5.0800,66575.7500,44930.0200,21645.7200,254828.4300,3901.7900,10969.7000,8140.0500,,,,,Zona Segura,Perfil moderado,,,,,,,,,0.8021,1.0289,1.1073,0.5059
Drinks de Colombia S.A.S.,C – Industria manufacturera,Grande,2024,0.6400,0.3900,0.0400,15.3100,31.7000,0.3400,2.6800,13.7300,28.4300,14.5000,8.0800,23.9600,149825.9300,77460.3400,72365.5900,254691.3900,20573.5400,36927.7000,-22285.7300,,,,,Zona Segura,Perfil moderado,,,,,,,,,-0.9758,1.2420,1.6563,0.9809
Concentrix Cvg Customer Management Colombia S.A.S.,J – Información y comunicaciones,Grande,2024,2.7600,2.7600,0.1100,49.4500,-1104.0400,1.4300,1.9100,-1.2000,26.7900,10.5700,-0.9500,26.2100,202774.9900,211857.8400,-9082.8500,254681.8800,-2433.4000,27137.5600,66241.6900,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.1430,-0.1824,0.8993,-0.0450
Lacteos Betania S.A,C – Industria manufacturera,Grande,2024,1.4900,1.1000,0.1300,33.5800,136.7300,3.0200,2.4200,-2.4900,-10.1400,1.1100,-0.5200,1.8500,52814.0800,39843.1700,12970.9100,254587.1800,-1315.9000,2803.1400,13307.4900,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.6529,0.5562,0.3567,0.3418
Rockwell Automation Colombia S.A,G – Comercio al por mayor y menor,Grande,2024,1.1800,0.9500,0.1500,2.8100,12.2300,-0.9400,2.2200,4.0400,17.6000,6.8800,3.2700,7.3800,174969.4000,134781.5800,40187.8200,254577.8700,7075.0100,14900.3600,24069.5900,,,,,Zona Alerta,Perfil moderado,,,,,,,,,0.9024,0.4288,0.5723,0.3131
Arme S.A.,C – Industria manufacturera,Grande,2024,1.7800,1.0600,0.0700,25.4500,48.3000,2.3100,4.5600,1.1200,2.1300,4.7000,0.7100,6.1900,159423.3500,75438.9600,83984.3800,254332.9000,1787.2900,11901.8300,47897.1800,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.9709,1.2800,0.5017,1.1689
Comercial Allan S A S,C – Industria manufacturera,Grande,2024,1.0400,0.6700,0.2100,43.4400,201.6300,4.8700,0.6300,0.5000,2.3200,1.5500,0.3300,5.1200,166990.8100,131017.4700,35973.3500,254139.9700,833.0400,3882.3300,1937.0300,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,0.0761,0.1141,0.1562,0.2883
Embotelladora de Bebidas del Tolima S.A.S.,C – Industria manufacturera,Grande,2024,0.6500,0.3200,0.0100,26.4500,110.4900,0.8100,1.5700,15.0100,62.6900,15.4500,8.0900,17.4300,136096.3100,103516.9100,32579.4000,253566.0100,20424.5200,39004.9000,-19865.8400,,,,,Zona Alerta,Perfil moderado,,,,,,,,,-0.9576,0.6156,1.9259,0.3305
Servimed Institucion Prestadora de Servicios de Salud S.A. Servimed I.P.S. S.A.,Q – Salud y servicios sociales,Grande,2024,1.4000,1.4000,0.0000,3.9600,10.4600,0.4100,3.7700,11.2900,29.8500,5.4900,7.4500,6.0100,166735.9800,103693.3000,63042.6900,252565.6800,18818.3500,13871.7300,41846.8300,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.6464,0.7261,0.5591,0.6384
Ge Healthcare Colombia S.A.S.,G – Comercio al por mayor y menor,Grande,2024,1.7100,1.5200,0.1500,13.6700,31.3200,1.4300,4.5100,4.3600,9.9900,2.8400,5.1900,4.9100,300587.1800,169372.4700,131214.7100,251814.2500,13102.8400,7182.8000,111536.4700,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.4342,0.7936,0.1606,0.8134
Clinica de Urgencias Bucaramanga S.A.S,Q – Salud y servicios sociales,Grande,2024,1.6100,1.5800,0.0400,10.2100,18.2200,0.5700,4.4500,11.5200,20.5500,6.8000,7.7300,10.3700,168441.7700,74059.7200,94382.0600,250917.8200,19399.1700,17067.1500,41724.4100,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.6250,0.2599,0.6809,1.3381
Global Wine & Spirits S.A.S,G – Comercio al por mayor y menor,Grande,2024,1.0200,0.6700,0.0100,69.0100,-8066.5600,-15.4500,-1.6200,-20.5600,2403.0800,-5.9900,-25.0000,-5.3500,280538.9700,282938.9700,-2400.0000,249880.2200,-57674.0300,-13826.4300,5918.4700,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,0.1384,-0.3523,-0.3312,-0.0089
Automotores Comerciales Autocom S.A.S,G – Comercio al por mayor y menor,Grande,2024,1.1900,0.4800,0.2300,36.9300,203.8800,2.5200,-0.7900,-7.2400,-39.9600,2.5300,-4.7400,4.7300,163212.8900,133652.0600,29560.8300,249835.2900,-11811.8000,6310.1200,25054.9000,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,1.0070,-1.5464,0.2598,0.2322
Laboratorio Profesional Farmaceutico S.A.S.,C – Industria manufacturera,Grande,2024,1.6700,0.6800,0.0500,35.6800,147.2100,2.5200,3.0900,2.0200,8.3300,10.7400,1.9200,12.6100,234884.8400,177958.9500,56925.8900,249272.3900,4743.4900,26492.0800,65799.1000,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.8377,0.6875,0.7579,0.3359
Grupo Defa Sas,G – Comercio al por mayor y menor,Grande,2024,1.5800,0.3700,0.0300,32.0400,254.6800,3.9100,3.2300,4.5600,36.2300,4.0800,2.5200,4.2900,136582.4800,119399.2200,17183.2500,247848.1400,6226.1600,10098.4900,47176.4300,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.2659,0.3193,0.4969,0.1511
Comercializadora Internacional C.I. Piscicola Newyork S.A.,A – Agricultura y ganadería,Grande,2024,1.1900,0.9100,0.0400,21.8700,51.3900,1.9400,2.9100,4.3900,10.3100,4.2200,2.5100,6.0700,137964.3600,79246.6400,58717.7200,247441.3800,6052.1500,10156.4100,9031.9300,,,,,Zona Segura,Perfil moderado,,,,,,,,,0.4295,1.2096,0.4947,0.7780
Comercializadora Internacional Atlanticmetals S.A.S.,G – Comercio al por mayor y menor,Grande,2024,1.5100,0.8100,0.0700,63.2500,782.0000,4.5200,2.5500,2.2500,27.7700,1.1700,0.2400,1.4000,26363.1300,24230.7300,2132.4100,247298.8400,592.1600,2881.3700,8056.8100,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.0048,0.1095,0.7345,0.0924
Vibrantz Colombia S.A.S.,C – Industria manufacturera,Grande,2024,3.3300,1.8400,0.1900,0.0000,0.0000,-0.3600,8.8700,4.6000,6.0200,10.0300,5.3900,13.1800,271059.0600,64045.3600,207013.7000,246975.1400,12467.1400,23191.9600,137535.6200,,,,,Zona Segura,Alto desempeño,,,,,,,,,3.3286,1.6926,0.5750,3.3939
Otacc S.A.S.,F – Construcción,Grande,2024,3.7800,2.9100,1.1000,0.0000,0.0000,-1.6300,10.4500,9.5900,12.1900,6.3900,5.0600,6.7300,129449.5100,27619.3300,101830.1900,246897.5100,12408.8300,15664.1900,67989.5700,,,,,Zona Segura,Alto desempeño,,,,,,,,,3.4454,2.1322,0.8132,3.8713
Asisfarma S.A.S.,G – Comercio al por mayor y menor,Grande,2024,1.6000,1.3900,0.2500,6.5500,16.3800,-0.4600,4.6600,11.1000,27.7600,8.4800,5.2900,9.1200,117511.2300,70521.5000,46989.7300,246757.6000,13043.8400,20936.5700,42048.1700,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.3473,0.4703,1.1973,0.6996
Lamitech S.A.S.,P – Educación,Grande,2024,1.7800,0.8100,0.0400,23.5400,46.5800,5.7300,2.4500,-2.9600,-5.8700,0.2000,-3.5600,4.7100,291253.2800,144043.2300,147210.0500,246187.1200,-8635.1200,489.9300,56718.2500,,,,,Zona Segura,Perfil moderado,,,,,,,,,1.2775,0.3540,0.0113,1.0731
Sgs Colombia S.A.S,N – Actividades de servicios administrativos,Grande,2024,1.8400,1.7900,0.3000,30.6300,54.0900,7.9600,3.1800,5.8100,10.2600,1.8900,11.7200,6.7800,489529.0800,212341.5800,277187.5000,246094.7800,28428.8200,4587.1200,52572.8100,,,,,Zona Segura,Perfil moderado,,,,,,,,,0.7045,0.7251,0.0630,1.3707
Astellas Farma Colombia S A S,G – Comercio al por mayor y menor,Grande,2024,1.9800,1.3500,0.6000,1.5100,11.9100,-11.0900,3.0700,-5.3400,-42.1000,2.1400,-7.4500,3.5200,343119.7600,299574.3500,43545.4000,246047.6000,-18334.7600,5262.3700,164564.6500,,,,,Zona Segura,Perfil moderado,,,,,,,,,3.1463,-0.2968,0.1031,0.1526
Ceramica San Lorenzo Industrial de Colombia S.A.S.,C – Industria manufacturera,Grande,2024,2.6100,1.8500,0.3200,1.1000,1.2800,-0.2900,9.7200,7.4900,8.7900,11.4000,12.1600,15.5500,391733.3800,57902.5900,333830.7900,246033.3700,29342.7800,27517.9700,77906.0800,,,,,Zona Segura,Alto desempeño,,,,,,,,,1.3046,1.7395,0.4721,6.0537
Top Drilling Company Sucursal Colombia,B – Explotación de minas y canteras,Grande,2024,1.5400,1.1100,0.0200,17.1500,27.3900,0.7200,4.7100,6.4300,10.2800,18.1600,7.0000,25.1200,266765.3700,99740.7000,167024.6700,245834.8200,17162.1400,44545.3300,31501.2300,,,,,Zona Segura,Alto desempeño,,,,,,,,,0.7746,1.3918,1.1221,1.7583
Amcor Flexibles Cali S.A.S.,C – Industria manufacturera,Grande,2024,2.0900,1.3400,0.2700,0.0000,0.0000,-1.1500,3.8900,0.5600,1.3000,3.2800,0.5300,7.4000,231583.1700,131217.4700,100365.7000,245627.6500,1308.3700,8069.5200,85139.9400,,,,,Zona Segura,Perfil moderado,,,,,,,,,2.4117,0.5166,0.2342,0.8031
Tis Productions Colombia S.A.S,J – Información y comunicaciones,Grande,2024,1.3400,1.3400,0.7800,0.2000,0.3500,-0.3100,3.0500,5.2400,9.1200,7.6400,3.0400,37.7600,139759.2100,59345.9700,80413.2400,245486.7500,7329.7100,18382.9600,12485.1500,,,,,Zona Segura,Alto desempeño,,,,,,,,,0.5860,0.1987,0.8839,1.4227
Supermercado La Gran Colombia S.A.,C – Industria manufacturera,Grande,2024,0.9600,0.3800,0.1000,35.9300,132.2200,3.2200,0.6100,0.5800,2.1500,2.5700,0.2600,4.3000,108329.8700,78891.1800,29438.6900,245434.2300,631.9500,6303.3400,-2094.9000,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-0.1269,0.2088,0.3910,0.3918
Fundacion Hospital San Pedro,Q – Salud y servicios sociales,Grande,2024,4.7600,4.5100,0.1800,0.1800,0.2100,-0.1200,13.1000,18.9700,22.0700,25.5100,27.7200,27.0600,358723.1700,50460.6600,308262.5100,245427.1800,68042.0400,62602.7200,177893.2600,,,,,Zona Segura,Alto desempeño,,,,,,,,,3.2531,2.1528,1.1727,6.4144
Rodriguez Franco y Cia S C S Organizacion Nacional de Comercio Onl y,I – Alojamiento y gastronomía,Grande,2024,0.9900,0.7200,0.5000,0.0000,0.0000,-35.1300,0.7200,-0.2900,-0.7000,0.3500,-0.1600,0.4600,134287.4700,78396.1200,55891.3600,245022.7700,-388.9100,847.2900,-664.8700,,,,,Zona Quiebra,Perfil moderado,,,,,,,,,-0.0325,-0.0071,0.0424,0.7486
